Station Name,VANCOUVER INT'L A,,,,,,,,,,,,,,,,,,,,,,,,,
10-05-29,2010,5,29, ,11.8,,10.1,,11,,7,,0,,4.8,,0,,4.8,,0,,0,,0,
10-05-30,2010,5,30, ,14.7,,9.5,,12.1,,5.9,,0,,8.4,,0,,8.4,,0,,0,,0,
10-05-31,2010,5,31, ,18.3,,10.7,,14.5,,3.5,,0,,7.6,,0,,7.6,,0,,0,,0,
10-06-01,2010,6,1, ,17.4,,10,,13.7,,4.3,,0,,3.4,,0,,3.4,,0,,13,E,32,E
10-06-02,2010,6,2, ,18.5,,11.3,,14.9,,3.1,,0,,14,,0,,14,,0,,25,E,48,E
10-06-03,2010,6,3, ,16.8,,6.3,,11.6,,6.4,,0,,0,,0,,0,,0,,0,,0,
10-06-04,2010,6,4, ,16.6,,10.7,,13.7,,4.3,,0,,1.6,,0,,1.6,,0,,31,E,32,E
10-06-05,2010,6,5, ,17.8,,10.6,,14.2,,3.8,,0,,0,,0,,0,,0,,22,E,32,E
10-06-06,2010,6,6, ,17.4,,11.4,,14.4,,3.6,,0,,3.4,,0,,3.4,,0,,0,,0,
10-06-07,2010,6,7, ,19.3,,12.6,,16,,2,,0,,0,T,0,,0,T,0,,26,E,33,E
10-06-08,2010,6,8, ,18.2,,10.2,,14.2,,3.8,,0,,0,,0,,0,,0,,0,,0,
10-06-09,2010,6,9, ,17.8,,11.3,,14.6,,3.4,,0,,10.8,,0,,10.8,,0,,24,E,32,E
10-06-10,2010,6,10, ,16,,11.6,,13.8,,4.2,,0,,2.8,,0,,2.8,,0,,0,,0,
10-06-11,2010,6,11, ,18.6,,12.2,,15.4,,2.6,,0,,0.2,,0,,0.2,,0,,0,,0,
10-06-12,2010,6,12, ,20.8,,9.6,,15.2,,2.8,,0,,0,,0,,0,,0,,0,,0,
10-06-13,2010,6,13, ,18.4,,12,,15.2,,2.8,,0,,0,T,0,,0,T,0,,29,E,46,E
10-06-14,2010,6,14, ,19.3,,11.1,,15.2,,2.8,,0,,0.2,,0,,0.2,,0,,28,E,54,E
10-06-15,2010,6,15, ,15.9,,8.8,,12.4,,5.6,,0,,11,,0,,11,,0,,0,,0,
10-06-16,2010,6,16, ,18,,9.6,,13.8,,4.2,,0,,0,,0,,0,,0,,0,,0,
10-06-17,2010,6,17, ,15.1,,11.5,,13.3,,4.7,,0,,0,T,0,,0,T,0,,0,,0,
10-06-18,2010,6,18, ,18.4,,11.7,,15.1,,2.9,,0,,0,,0,,0,,0,,0,,0,
10-06-19,2010,6,19, ,21,,11.7,,16.4,,1.6,,0,,0,,0,,0,,0,,0,,0,
10-06-20,2010,6,20, ,17.4,,12.9,,15.2,,2.8,,0,,0,,0,,0,,0,,0,,0,
10-06-21,2010,6,21, ,18.1,,12,,15.1,,2.9,,0,,0,,0,,0,,0,,0,,0,
10-06-22,2010,6,22, ,19.6,,12.5,,16.1,,1.9,,0,,0,,0,,0,,0,,0,,0,
10-06-23,2010,6,23, ,22.5,,15,,18.8,,0,,0.8,,0,,0,,0,,0,,0,,0,
10-06-24,2010,6,24, ,23.1,,13.1,,18.1,,0,,0.1,,0,T,0,,0,T,0,,0,,0,
10-06-25,2010,6,25, ,21,,12,,16.5,,1.5,,0,,0,,0,,0,,0,,0,,0,
10-06-26,2010,6,26, ,18.7,,11.4,,15.1,,2.9,,0,,0,,0,,0,,0,,0,,0,
10-06-27,2010,6,27, ,18.3,,13.1,,15.7,,2.3,,0,,0.6,,0,,0.6,,0,,0,,0,
10-06-28,2010,6,28, ,19.1,,13.4,,16.3,,1.7,,0,,0.4,,0,,0.4,,0,,0,,0,
10-06-29,2010,6,29, ,18.4,,10.5,,14.5,,3.5,,0,,0,,0,,0,,0,,20,E,32,E
10-06-30,2010,6,30, ,18.3,,11.3,,14.8,,3.2,,0,,0,,0,,0,,0,,25,E,32,E
10-07-01,2010,7,1, ,16.7,,11.8,,14.3,,3.7,,0,,0.4,,0,,0.4,,0,,0,,0,
10-07-02,2010,7,2, ,19.4,,10,,14.7,,3.3,,0,,0,T,0,,0,T,0,,0,,0,
10-07-03,2010,7,3, ,20.3,,12.5,,16.4,,1.6,,0,,0.2,,0,,0.2,,0,,0,,0,
10-07-04,2010,7,4, ,20,,12.2,,16.1,,1.9,,0,,0,,0,,0,,0,,0,,0,
10-07-05,2010,7,5, ,19,,13.5,,16.3,,1.7,,0,,0,,0,,0,,0,,31,E,33,E
10-07-06,2010,7,6, ,22.2,,11.9,,17.1,,0.9,,0,,0,,0,,0,,0,,0,,0,
10-07-07,2010,7,7, ,27.8,,14.9,,21.4,,0,,3.4,,0,,0,,0,,0,,0,,0,
10-07-08,2010,7,8, ,28.1,,14.9,,21.5,,0,,3.5,,0,,0,,0,,0,,0,,0,
10-07-09,2010,7,9, ,27.1,,16.6,,21.9,,0,,3.9,,0,,0,,0,,0,,30,E,41,E
10-07-10,2010,7,10, ,24.9,,18.3,,21.6,,0,,3.6,,0,,0,,0,,0,,0,,0,
10-07-11,2010,7,11, ,24.6,,14.7,,19.7,,0,,1.7,,0,,0,,0,,0,,10,E,32,E
10-07-12,2010,7,12, ,20.5,,13.3,,16.9,,1.1,,0,,0,T,0,,0,T,0,,28,E,59,E
10-07-13,2010,7,13, ,20,,10.2,,15.1,,2.9,,0,,0,,0,,0,,0,,27,E,54,E
10-07-14,2010,7,14, ,22.3,,12.3,,17.3,,0.7,,0,,0,,0,,0,,0,,0,,0,
10-07-15,2010,7,15, ,21.5,,13.7,,17.6,,0.4,,0,,0,,0,,0,,0,,0,,0,
10-07-16,2010,7,16, ,21.7,,14.8,,18.3,,0,,0.3,,0,,0,,0,,0,,0,,0,
10-07-17,2010,7,17, ,21.5,,12.1,,16.8,,1.2,,0,,0,,0,,0,,0,,0,,0,
10-07-18,2010,7,18, ,21.3,,12.2,,16.8,,1.2,,0,,0,,0,,0,,0,,22,E,32,E
10-07-19,2010,7,19, ,20.8,,11.6,,16.2,,1.8,,0,,0,,0,,0,,0,,0,,0,
10-07-20,2010,7,20, ,21.2,,14.2,,17.7,,0.3,,0,,0,,0,,0,,0,,0,,0,
10-07-21,2010,7,21, ,22.9,,13.1,,18,,0,,0,,0,,0,,0,,0,,0,,0,
10-07-22,2010,7,22, ,22.5,,14.9,,18.7,,0,,0.7,,0,,0,,0,,0,,27,E,32,E
10-07-23,2010,7,23, ,22.7,,12.1,,17.4,,0.6,,0,,0,,0,,0,,0,,0,,0,
10-07-24,2010,7,24, ,23.7,,14.1,,18.9,,0,,0.9,,0,,0,,0,,0,,0,,0,
10-07-25,2010,7,25, ,22.5,,15.5,,19,,0,,1,,0,,0,,0,,0,,30,E,46,E
10-07-26,2010,7,26, ,23,,19.4,,21.2,,0,,3.2,,0,,0,,0,,0,,0,,0,
10-07-27,2010,7,27, ,26.8,,15.4,,21.1,,0,,3.1,,0,,0,,0,,0,,0,,0,
10-07-28,2010,7,28, ,25,,13.6,,19.3,,0,,1.3,,0,,0,,0,,0,,0,,0,
10-07-29,2010,7,29, ,21.6,,13.2,,17.4,,0.6,,0,,0,,0,,0,,0,,0,,0,
10-07-30,2010,7,30, ,23.3,,13.2,,18.3,,0,,0.3,,0,,0,,0,,0,,0,,0,
10-07-31,2010,7,31, ,22.7,,13.2,,18,,0,,0,,0,,0,,0,,0,,0,,0,
10-08-01,2010,8,1, ,20.1,,14.6,,17.4,,0.6,,0,,0,,0,,0,,0,,0,,0,
10-08-02,2010,8,2, ,22.6,,14.5,,18.6,,0,,0.6,,0,,0,,0,,0,,0,,0,
10-08-03,2010,8,3, ,24.5,,14.7,,19.6,,0,,1.6,,0,,0,,0,,0,,0,,0,
10-08-04,2010,8,4, ,25.3,,16.6,,21,,0,,3,,0,,0,,0,,0,,0,,0,
10-08-05,2010,8,5, ,25.9,,19.3,,22.6,,0,,4.6,,1,,0,,1,,0,,0,,0,
10-08-06,2010,8,6, ,21.6,,14.2,,17.9,,0.1,,0,,0,,0,,0,,0,,0,,0,
10-08-07,2010,8,7, ,16.9,,14.7,,15.8,,2.2,,0,,9.2,,0,,9.2,,0,,10,E,33,E
10-08-08,2010,8,8, ,19.5,,15.2,,17.4,,0.6,,0,,0.6,,0,,0.6,,0,,0,,0,
10-08-09,2010,8,9, ,19.5,,13.7,,16.6,,1.4,,0,,1,,0,,1,,0,,0,,0,
10-08-10,2010,8,10, ,21.8,,14,,17.9,,0.1,,0,,0,,0,,0,,0,,0,,0,
10-08-11,2010,8,11, ,22.2,,13,,17.6,,0.4,,0,,0,,0,,0,,0,,0,,0,
10-08-12,2010,8,12, ,22.1,,13.6,,17.9,,0.1,,0,,0,,0,,0,,0,,0,,0,
10-08-13,2010,8,13, ,27.6,,15.7,,21.7,,0,,3.7,,0,,0,,0,,0,,31,E,32,E
10-08-14,2010,8,14, ,28.6,,15.4,,22,,0,,4,,0,,0,,0,,0,,0,,0,
