4.18, 60.1248842823
4.19, 59.2792437788
4.2, 64.0127463912
4.21, 58.6134177008
4.22, 59.7116309546
4.23, 63.070737227
4.24, 63.8729629314
4.25, 65.6712954522
4.26, 62.6637442914
4.27, 66.7096910433
4.28, 68.8544984486
4.29, 63.0708494857
4.3, 61.4923201218
4.31, 58.283281338
4.32, 59.5969358146
4.33, 59.9617221387
4.34, 55.9281303528
4.35, 53.0525249481
4.36, 52.7597689346
4.37, 42.3366892681
4.38, 47.3899825086
4.39, 45.4026394139
4.4, 33.9993608559
4.41, 38.3743678379
4.42, 30.3626951129
4.43, 25.7299600272
4.44, 21.5335937255
4.45, 23.4060782082
4.46, 19.9888921221
4.47, 8.49617349972
4.48, 8.60579766527
4.49, 6.07183016125
4.5, 2.51320122713
4.51, 0.220894787538
4.52, -9.0681163095
4.53, -10.5239236725
4.54, -14.8160120076
4.55, -19.2724499458
4.56, -21.9799706722
4.57, -23.4696159017
4.58, -27.2181062168
4.59, -32.6329383833
4.6, -32.5159766661
4.61, -42.0019891852
4.62, -43.8492631281
4.63, -46.6225713783
4.64, -48.3567496946
4.65, -55.2362628041
4.66, -49.4222024171
4.67, -59.5456510679
4.68, -56.528308078
4.69, -57.7259952293
4.7, -61.3081941289
4.71, -57.5529574846
4.72, -58.4737319083
4.73, -57.0670026116
4.74, -66.185290162
4.75, -58.5914757995
4.76, -63.2400589373
4.77, -65.1112374253
4.78, -60.7702518337
4.79, -60.3642052956
4.8, -58.9981189432
4.81, -58.1440972329
4.82, -54.4973163597
4.83, -51.8773504452
4.84, -55.0347735225
4.85, -46.5072463412
4.86, -50.3689790026
4.87, -48.6633063922
4.88, -42.1554359989
4.89, -40.4893406079
4.9, -35.8489513283
4.91, -36.0421089203
4.92, -28.0578057881
4.93, -30.4297603609
4.94, -23.6501990669
4.95, -20.4285858359
4.96, -10.5730952181
4.97, -12.7168790652
4.98, -4.30137907296
4.99, -7.58413232458
